Config	T = 5
14	6
15	8

Config	T = 4.83
0	9
1	16
2	9
3	20
4	9
5	20
6	14
7	16
8	18
9	45
10	18
11	15
12	13
13	11
14	13
15	10

Config	T = 4.82
0	10
1	17
2	11
3	12
4	10
5	10
6	21
7	16
8	17
9	26
10	41
11	16
12	11
13	21
14	12
15	5

Config	T = 4.81
0	5
1	17
2	13
3	19
4	17
5	19
6	18
7	13
8	16
9	15
10	37
11	20
12	12
13	18
14	8
15	9

Config	T = 4.8
0	6
1	18
2	12
3	15
4	16
5	23
6	21
7	22
8	14
9	21
10	22
11	15
12	15
13	18
14	11
15	7

Config	T = 4.79
0	6
1	13
2	10
3	16
4	12
5	24
6	13
7	19
8	14
9	35
10	37
11	16
12	12
13	13
14	10
15	6

Config	T = 4.78
0	8
1	15
2	12
3	15
4	10
5	10
6	19
7	12
8	21
9	29
10	41
11	17
12	12
13	17
14	14
15	4

Config	T = 4.77
0	8
1	19
2	10
3	18
4	12
5	18
6	23
7	17
8	20
9	19
10	23
11	15
12	17
13	16
14	15
15	6

Config	T = 4.76
0	7
1	14
2	13
3	14
4	15
5	18
6	26
7	16
8	24
9	25
10	19
11	21
12	10
13	21
14	8
15	5

Config	T = 4.75
0	7
1	17
2	13
3	18
4	11
5	16
6	19
7	17
8	22
9	28
10	21
11	19
12	11
13	18
14	13
15	6

Config	T = 4.74
0	9
1	20
2	10
3	18
4	11
5	16
6	20
7	17
8	17
9	31
10	16
11	17
12	15
13	19
14	14
15	6

Config	T = 4.73
0	4
1	17
2	11
3	19
4	11
5	18
6	19
7	16
8	21
9	32
10	29
11	16
12	11
13	14
14	11
15	7

Config	T = 4.72
0	3
1	14
2	18
3	16
4	16
5	15
6	12
7	15
8	16
9	26
10	40
11	22
12	8
13	20
14	10
15	5

Config	T = 4.71
0	10
1	18
2	11
3	17
4	8
5	18
6	20
7	22
8	22
9	30
10	16
11	12
12	13
13	13
14	16
15	10

Config	T = 4.7
0	9
1	14
2	13
3	15
4	17
5	18
6	21
7	13
8	18
9	17
10	28
11	25
12	12
13	24
14	8
15	4

Config	T = 4.69
0	10
1	15
2	14
3	16
4	17
5	18
6	19
7	14
8	17
9	21
10	24
11	17
12	15
13	16
14	12
15	11

Config	T = 4.68
0	10
1	13
2	10
3	13
4	13
5	13
6	27
7	10
8	24
9	29
10	27
11	17
12	17
13	17
14	14
15	2

Config	T = 4.67
0	3
1	22
2	12
3	24
4	8
5	15
6	17
7	17
8	23
9	35
10	15
11	15
12	13
13	13
14	17
15	7

Config	T = 4.66
0	3
1	17
2	13
3	18
4	13
5	15
6	21
7	14
8	22
9	28
10	28
11	22
12	9
13	21
14	9
15	3

Config	T = 4.65
0	6
1	16
2	14
3	19
4	15
5	21
6	12
7	17
8	14
9	22
10	30
11	25
12	9
13	22
14	8
15	6

Config	T = 4.64
0	4
1	21
2	11
3	21
4	8
5	15
6	20
7	18
8	23
9	28
10	23
11	16
12	12
13	16
14	15
15	5

Config	T = 4.63
0	3
1	18
2	13
3	17
4	11
5	17
6	15
7	20
8	16
9	19
10	45
11	19
12	9
13	20
14	11
15	3

Config	T = 4.62
0	5
1	23
2	4
3	22
4	10
5	21
6	14
7	16
8	7
9	40
10	32
11	15
12	15
13	16
14	9
15	7

Config	T = 4.61
0	1
1	15
2	12
3	13
4	14
5	20
6	18
7	20
8	14
9	26
10	51
11	14
12	10
13	16
14	8
15	4

Config	T = 4.6
0	7
1	22
2	9
3	22
4	7
5	24
6	15
7	26
8	17
9	25
10	16
11	14
12	14
13	14
14	16
15	8

Config	T = 4.59
0	2
1	22
2	10
3	23
4	10
5	18
6	14
7	17
8	15
9	28
10	31
11	14
12	18
13	13
14	18
15	3

Config	T = 4.58
0	4
1	22
2	11
3	23
4	8
5	16
6	18
7	18
8	22
9	31
10	17
11	18
12	11
13	17
14	14
15	6

Config	T = 4.57
0	4
1	17
2	16
3	22
4	15
5	20
6	12
7	16
8	18
9	31
10	16
11	17
12	15
13	12
14	16
15	9

Config	T = 4.56
0	6
1	16
2	12
3	17
4	11
5	22
6	20
7	22
8	22
9	15
10	29
11	22
12	8
13	21
14	9
15	4

Config	T = 4.55
0	3
1	19
2	15
3	18
4	11
5	18
6	11
7	23
8	14
9	33
10	26
11	17
12	11
13	18
14	15
15	4

Config	T = 4.54
0	4
1	18
2	7
3	23
4	10
5	30
6	9
7	22
8	11
9	43
10	16
11	18
12	16
13	13
14	13
15	3

Config	T = 4.53
0	10
1	15
2	13
3	19
4	14
5	22
6	12
7	17
8	15
9	23
10	24
11	24
12	10
13	20
14	9
15	9

Config	T = 4.52
0	2
1	25
2	11
3	21
4	11
5	14
6	16
7	18
8	12
9	37
10	22
11	14
12	15
13	18
14	15
15	5

Config	T = 4.51
0	4
1	16
2	16
3	14
4	15
5	14
6	17
7	17
8	16
9	18
10	43
11	21
12	9
13	23
14	10
15	3

Config	T = 4.5
0	6
1	13
2	13
3	15
4	12
5	22
6	14
7	21
8	17
9	19
10	44
11	15
12	13
13	13
14	14
15	5

Config	T = 4.49
0	9
1	12
2	15
3	13
4	14
5	17
6	19
7	17
8	21
9	22
10	30
11	17
12	14
13	16
14	15
15	5

Config	T = 4.48
0	7
1	17
2	12
3	20
4	14
5	20
6	21
7	15
8	22
9	24
10	13
11	21
12	14
13	18
14	12
15	6

Config	T = 4.47
0	5
1	15
2	11
3	15
4	13
5	18
6	21
7	16
8	19
9	49
10	16
11	16
12	11
13	16
14	9
15	6

Config	T = 4.46
0	6
1	19
2	18
3	15
4	18
5	15
6	19
7	19
8	15
9	19
10	22
11	17
12	11
13	21
14	11
15	11

Config	T = 4.45
0	6
1	15
2	15
3	18
4	12
5	20
6	15
7	20
8	21
9	17
10	30
11	21
12	10
13	18
14	13
15	5

Config	T = 4.44
0	9
1	16
2	12
3	18
4	12
5	13
6	14
7	11
8	16
9	28
10	33
11	25
12	12
13	23
14	12
15	2

Config	T = 4.43
0	5
1	16
2	12
3	18
4	16
5	14
6	24
7	8
8	22
9	27
10	28
11	20
12	13
13	18
14	9
15	6

Config	T = 4.42
0	4
1	23
2	11
3	18
4	15
5	13
6	20
7	14
8	11
9	16
10	40
11	21
12	12
13	26
14	8
15	4

Config	T = 4.41
0	9
1	16
2	13
3	17
4	11
5	19
6	15
7	20
8	18
9	22
10	31
11	17
12	10
13	16
14	12
15	10

Config	T = 4.4
0	4
1	22
2	11
3	25
4	10
5	20
6	13
7	18
8	17
9	20
10	27
11	19
12	13
13	16
14	14
15	7

Config	T = 4.39
0	11
1	20
2	11
3	15
4	12
5	16
6	19
7	20
8	13
9	26
10	20
11	17
12	14
13	22
14	13
15	7

Config	T = 4.38
0	7
1	20
2	13
3	19
4	9
5	13
6	14
7	18
8	17
9	20
10	38
11	18
12	10
13	19
14	14
15	7

Config	T = 4.37
0	8
1	17
2	9
3	19
4	9
5	20
6	17
7	18
8	19
9	33
10	25
11	15
12	13
13	13
14	13
15	8

Config	T = 4.36
0	7
1	17
2	14
3	16
4	9
5	17
6	13
7	23
8	17
9	27
10	31
11	19
12	8
13	20
14	13
15	5

Config	T = 4.35
0	9
1	18
2	14
3	17
4	16
5	13
6	19
7	12
8	16
9	22
10	23
11	21
12	15
13	22
14	13
15	6

Config	T = 4.34
0	5
1	20
2	11
3	16
4	13
5	16
6	19
7	18
8	13
9	18
10	41
11	18
12	12
13	22
14	10
15	4

Config	T = 4.33
0	6
1	21
2	10
3	19
4	11
5	20
6	22
7	21
8	19
9	26
10	17
11	16
12	11
13	18
14	10
15	9

Config	T = 4.32
0	2
1	10
2	17
3	11
4	15
5	14
6	19
7	15
8	22
9	27
10	52
11	17
12	6
13	16
14	8
15	5

Config	T = 4.31
0	10
1	16
2	14
3	16
4	14
5	9
6	19
7	9
8	19
9	28
10	28
11	18
12	16
13	18
14	16
15	6

Config	T = 4.3
0	4
1	20
2	13
3	17
4	7
5	13
6	23
7	22
8	26
9	21
10	28
11	16
12	9
13	19
14	15
15	3

Config	T = 4.29
0	2
1	22
2	11
3	18
4	15
5	12
6	19
7	12
8	11
9	27
10	40
11	20
12	12
13	24
14	8
15	3

Config	T = 4.28
0	3
1	16
2	11
3	19
4	13
5	17
6	25
7	12
8	26
9	32
10	23
11	18
12	11
13	15
14	9
15	6

Config	T = 4.27
0	4
1	19
2	12
3	17
4	16
5	26
6	19
7	24
8	13
9	21
10	19
11	14
12	17
13	16
14	13
15	6

Config	T = 4.26
0	6
1	13
2	13
3	13
4	15
5	20
6	25
7	18
8	23
9	21
10	28
11	19
12	10
13	19
14	8
15	5

Config	T = 4.25
0	5
1	20
2	13
3	18
4	19
5	14
6	21
7	10
8	13
9	17
10	36
11	20
12	12
13	22
14	6
15	10

Config	T = 4.24
0	10
1	19
2	12
3	17
4	9
5	14
6	12
7	19
8	13
9	27
10	37
11	19
12	7
13	21
14	10
15	10

Config	T = 4.23
0	4
1	16
2	17
3	14
4	20
5	14
6	21
7	13
8	16
9	25
10	25
11	20
12	14
13	22
14	11
15	4

Config	T = 4.22
0	4
1	22
2	6
3	20
4	7
5	16
6	17
7	17
8	14
9	56
10	19
11	10
12	16
13	12
14	15
15	5

Config	T = 4.21
0	3
1	20
2	10
3	18
4	9
5	16
6	20
7	19
8	19
9	33
10	27
11	14
12	15
13	16
14	16
15	1

Config	T = 4.2
0	10
1	16
2	10
3	16
4	14
5	15
6	23
7	11
8	19
9	26
10	25
11	18
12	17
13	18
14	13
15	5

Config	T = 4.19
0	2
1	21
2	11
3	24
4	7
5	15
6	19
7	16
8	26
9	33
10	19
11	15
12	14
13	12
14	18
15	4

Config	T = 4.18
0	5
1	20
2	11
3	19
4	14
5	18
6	23
7	16
8	19
9	19
10	25
11	15
12	16
13	16
14	13
15	7

Config	T = 4.17
0	8
1	17
2	9
3	21
4	11
5	15
6	18
7	9
8	20
9	42
10	21
11	15
12	16
13	11
14	14
15	9

Config	T = 4.16
0	7
1	17
2	12
3	22
4	12
5	21
6	15
7	16
8	20
9	22
10	20
11	24
12	12
13	19
14	12
15	5

Config	T = 4.15
0	4
1	18
2	15
3	21
4	13
5	18
6	15
7	17
8	20
9	25
10	21
11	19
12	13
13	16
14	15
15	6

Config	T = 4.14
0	4
1	11
2	18
3	14
4	19
5	26
6	9
7	22
8	11
9	21
10	39
11	20
12	9
13	17
14	8
15	8

Config	T = 4.13
0	6
1	20
2	14
3	21
4	14
5	19
6	13
7	18
8	14
9	22
10	23
11	21
12	11
13	20
14	11
15	9

Config	T = 4.12
0	8
1	21
2	9
3	19
4	13
5	13
6	18
7	11
8	12
9	28
10	32
11	18
12	16
13	20
14	12
15	6

Config	T = 4.11
0	1
1	21
2	16
3	17
4	15
5	9
6	25
7	14
8	22
9	21
10	30
11	15
12	12
13	19
14	13
15	6

Config	T = 4.1
0	2
1	17
2	16
3	18
4	18
5	23
6	14
7	20
8	13
9	23
10	25
11	20
12	12
13	19
14	10
15	6

Config	T = 4.09
0	6
1	17
2	15
3	19
4	16
5	17
6	14
7	14
8	15
9	11
10	41
11	22
12	11
13	20
14	10
15	8

Config	T = 4.08
0	5
1	17
2	10
3	20
4	8
5	22
6	13
7	21
8	18
9	43
10	19
11	16
12	12
13	13
14	14
15	5

Config	T = 4.07
0	3
1	21
2	16
3	17
4	16
5	12
6	16
7	16
8	12
9	29
10	27
11	18
12	13
13	22
14	13
15	5

Config	T = 4.06
0	6
1	19
2	11
3	15
4	12
5	18
6	24
7	21
8	19
9	19
10	32
11	13
12	11
13	17
14	10
15	9

Config	T = 4.05
0	2
1	16
2	16
3	18
4	11
5	20
6	11
7	23
8	18
9	23
10	37
11	16
12	11
13	14
14	16
15	4

Config	T = 4.04
0	2
1	21
2	13
3	16
4	12
5	15
6	13
7	21
8	9
9	45
10	28
11	16
12	9
13	21
14	10
15	5

Config	T = 4.03
0	4
1	17
2	12
3	24
4	10
5	18
6	8
7	13
8	17
9	34
10	32
11	24
12	10
13	17
14	12
15	4

Config	T = 4.02
0	6
1	17
2	9
3	16
4	13
5	24
6	15
7	21
8	10
9	27
10	34
11	15
12	17
13	16
14	13
15	3

Config	T = 4.01
0	5
1	15
2	16
3	16
4	17
5	22
6	15
7	20
8	15
9	23
10	29
11	15
12	12
13	14
14	11
15	11

Config	T = 4
0	6
1	17
2	12
3	16
4	12
5	20
6	13
7	21
8	12
9	35
10	28
11	14
12	15
13	15
14	15
15	5

Config	T = 3.99
0	5
1	20
2	14
3	20
4	16
5	16
6	20
7	14
8	18
9	28
10	18
11	16
12	12
13	16
14	10
15	13

Config	T = 3.98
0	4
1	18
2	11
3	17
4	10
5	17
6	22
7	19
8	22
9	44
10	15
11	12
12	12
13	13
14	13
15	7

Config	T = 3.97
0	4
1	18
2	10
3	20
4	12
5	26
6	15
7	22
8	15
9	23
10	27
11	18
12	14
13	16
14	12
15	4

Config	T = 3.96
0	4
1	19
2	10
3	19
4	17
5	15
6	28
7	8
8	21
9	31
10	17
11	15
12	19
13	15
14	12
15	6

Config	T = 3.95
0	3
1	16
2	14
3	19
4	14
5	21
6	17
7	18
8	20
9	19
10	31
11	17
12	14
13	14
14	14
15	5

Config	T = 3.94
0	6
1	16
2	16
3	12
4	10
5	11
6	21
7	21
8	23
9	24
10	36
11	14
12	8
13	18
14	14
15	6

Config	T = 3.93
0	3
1	19
2	13
3	20
4	11
5	12
6	20
7	13
8	23
9	29
10	26
11	17
12	15
13	16
14	17
15	2

Config	T = 3.92
0	3
1	20
2	12
3	16
4	11
5	21
6	12
7	26
8	9
9	39
10	26
11	14
12	12
13	18
14	13
15	4

Config	T = 3.91
0	10
1	12
2	15
3	13
4	15
5	17
6	20
7	16
8	21
9	11
10	38
11	19
12	12
13	18
14	12
15	7

Config	T = 3.9
0	5
1	15
2	13
3	17
4	14
5	15
6	24
7	12
8	25
9	21
10	33
11	19
12	10
13	17
14	9
15	7

Config	T = 3.89
0	6
1	12
2	14
3	15
4	14
5	21
6	16
7	18
8	19
9	20
10	37
11	21
12	11
13	18
14	11
15	3

Config	T = 3.88
0	6
1	11
2	13
3	15
4	16
5	22
6	17
7	15
8	18
9	22
10	38
11	21
12	12
13	17
14	9
15	4

Config	T = 3.87
0	6
1	18
2	6
3	18
4	12
5	28
6	12
7	22
8	6
9	41
10	23
11	18
12	16
13	18
14	10
15	2

Config	T = 3.86
0	5
1	17
2	12
3	13
4	17
5	14
6	24
7	13
8	15
9	32
10	29
11	14
12	17
13	18
14	12
15	4

Config	T = 3.85
0	5
1	21
2	9
3	21
4	10
5	18
6	19
7	17
8	18
9	20
10	31
11	24
12	8
13	24
14	7
15	4

Config	T = 3.84
0	3
1	22
2	12
3	21
4	12
5	13
6	17
7	14
8	16
9	28
10	30
11	14
12	17
13	15
14	17
15	5

Config	T = 3.83
0	1
1	14
2	15
3	12
4	17
5	23
6	17
7	23
8	13
9	20
10	45
11	15
12	11
13	17
14	9
15	4

Config	T = 3.82
0	3
1	18
2	7
3	16
4	8
5	16
6	15
7	17
8	12
9	42
10	47
11	15
12	12
13	17
14	11
15	0

Config	T = 3.81
0	3
1	20
2	9
3	22
4	9
5	20
6	16
7	18
8	18
9	23
10	35
11	20
12	11
13	18
14	11
15	3

Config	T = 3.8
0	8
1	19
2	12
3	20
4	13
5	15
6	15
7	13
8	15
9	27
10	25
11	20
12	15
13	19
14	14
15	6

Config	T = 3.79
0	5
1	20
2	9
3	20
4	9
5	26
6	11
7	26
8	11
9	28
10	32
11	18
12	7
13	18
14	7
15	9

Config	T = 3.78
0	3
1	16
2	9
3	13
4	12
5	21
6	16
7	21
8	10
9	36
10	47
11	9
12	15
13	12
14	12
15	4

Config	T = 3.77
0	5
1	17
2	8
3	19
4	10
5	20
6	19
7	16
8	19
9	27
10	40
11	19
12	7
13	17
14	5
15	8

Config	T = 3.76
0	3
1	20
2	13
3	19
4	8
5	14
6	18
7	20
8	22
9	28
10	30
11	16
12	9
13	17
14	14
15	5

Config	T = 3.75
0	3
1	16
2	13
3	15
4	13
5	13
6	28
7	14
8	27
9	26
10	29
11	17
12	10
13	18
14	10
15	4

Config	T = 3.74
0	11
1	18
2	7
3	20
4	11
5	19
6	18
7	13
8	16
9	35
10	19
11	19
12	14
13	17
14	10
15	9

Config	T = 3.73
0	5
1	17
2	8
3	23
4	8
5	24
6	14
7	18
8	20
9	45
10	13
11	18
12	13
13	12
14	13
15	5

Config	T = 3.72
0	5
1	20
2	12
3	20
4	9
5	13
6	26
7	16
8	29
9	24
10	19
11	16
12	10
13	16
14	13
15	8

Config	T = 3.71
0	1
1	16
2	15
3	19
4	18
5	18
6	22
7	12
8	22
9	19
10	30
11	18
12	14
13	15
14	11
15	6

Config	T = 3.7
0	6
1	14
2	12
3	18
4	11
5	23
6	8
7	20
8	13
9	36
10	34
11	19
12	10
13	15
14	11
15	6

Config	T = 3.69
0	7
1	15
2	17
3	11
4	12
5	14
6	21
7	23
8	22
9	17
10	34
11	19
12	5
13	23
14	10
15	6

Config	T = 3.68
0	8
1	18
2	10
3	18
4	11
5	18
6	20
7	17
8	19
9	28
10	23
11	18
12	12
13	18
14	11
15	7

Config	T = 3.67
0	3
1	19
2	12
3	16
4	11
5	13
6	14
7	17
8	12
9	51
10	27
11	19
12	8
13	22
14	9
15	3

Config	T = 3.66
0	2
1	18
2	10
3	17
4	18
5	17
6	29
7	10
8	20
9	25
10	30
11	17
12	13
13	18
14	5
15	7

Config	T = 3.65
0	6
1	16
2	15
3	12
4	16
5	14
6	21
7	17
8	16
9	16
10	36
11	23
12	11
13	27
14	10
15	0

Config	T = 3.64
0	7
1	21
2	9
3	20
4	9
5	11
6	23
7	12
8	22
9	29
10	27
11	15
12	14
13	16
14	14
15	7

Config	T = 3.63
0	5
1	22
2	10
3	20
4	8
5	12
6	14
7	16
8	14
9	40
10	32
11	16
12	10
13	18
14	12
15	7

Config	T = 3.62
0	1
1	15
2	15
3	17
4	17
5	14
6	20
7	10
8	20
9	20
10	47
11	21
12	8
13	19
14	6
15	6

Config	T = 3.61
0	7
1	14
2	13
3	14
4	11
5	12
6	21
7	14
8	23
9	26
10	41
11	18
12	8
13	18
14	10
15	6

Config	T = 3.6
0	5
1	14
2	13
3	13
4	14
5	21
6	15
7	21
8	13
9	23
10	43
11	18
12	11
13	19
14	10
15	3

Config	T = 3.59
0	6
1	19
2	10
3	19
4	10
5	18
6	13
7	18
8	13
9	36
10	30
11	15
12	14
13	15
14	14
15	6

Config	T = 3.58
0	6
1	18
2	12
3	20
4	13
5	18
6	18
7	15
8	19
9	29
10	19
11	20
12	13
13	18
14	12
15	6

Config	T = 3.57
0	5
1	14
2	12
3	16
4	12
5	18
6	21
7	16
8	23
9	19
10	41
11	21
12	7
13	19
14	7
15	5

Config	T = 3.56
0	4
1	18
2	8
3	18
4	6
5	19
6	13
7	21
8	15
9	54
10	26
11	12
12	12
13	12
14	14
15	4

Config	T = 3.55
0	6
1	15
2	16
3	13
4	17
5	16
6	18
7	17
8	15
9	24
10	32
11	15
12	15
13	17
14	14
15	6

Config	T = 3.54
0	3
1	14
2	12
3	11
4	10
5	10
6	31
7	15
8	30
9	31
10	38
11	16
12	6
13	19
14	8
15	2

Config	T = 3.53
0	2
1	8
2	22
3	12
4	21
5	16
6	16
7	13
8	21
9	13
10	47
11	27
12	6
13	23
14	7
15	2

Config	T = 3.52
0	3
1	17
2	13
3	13
4	10
5	21
6	16
7	28
8	15
9	33
10	28
11	15
12	11
13	19
14	14
15	0

Config	T = 3.51
0	6
1	16
2	11
3	18
4	14
5	21
6	14
7	16
8	13
9	15
10	46
11	20
12	13
13	18
14	10
15	5

Config	T = 3.5
0	4
1	17
2	13
3	20
4	10
5	19
6	18
7	19
8	24
9	26
10	21
11	23
12	8
13	20
14	11
15	3

Config	T = 3.49
0	6
1	15
2	15
3	21
4	11
5	14
6	16
7	12
8	26
9	26
10	26
11	23
12	9
13	17
14	13
15	6

Config	T = 3.48
0	6
1	24
2	11
3	21
4	6
5	12
6	18
7	20
8	20
9	21
10	31
11	15
12	10
13	18
14	15
15	8

Config	T = 3.47
0	6
1	18
2	15
3	20
4	14
5	17
6	14
7	16
8	17
9	23
10	22
11	24
12	11
13	22
14	12
15	5

Config	T = 3.46
0	3
1	21
2	11
3	23
4	9
5	23
6	15
7	23
8	19
9	32
10	12
11	20
12	10
13	18
14	12
15	5

Config	T = 3.45
0	2
1	20
2	15
3	20
4	12
5	20
6	16
7	23
8	19
9	33
10	10
11	12
12	17
13	12
14	20
15	5

Config	T = 3.44
0	3
1	18
2	12
3	17
4	10
5	16
6	14
7	19
8	15
9	40
10	33
11	16
12	10
13	17
14	12
15	4

Config	T = 3.43
0	6
1	17
2	12
3	20
4	8
5	13
6	19
7	14
8	26
9	33
10	26
11	20
12	7
13	17
14	11
15	7

Config	T = 3.42
0	4
1	17
2	14
3	16
4	14
5	11
6	19
7	12
8	18
9	27
10	42
11	19
12	8
13	20
14	8
15	7

Config	T = 3.41
0	6
1	17
2	11
3	17
4	10
5	18
6	12
7	19
8	13
9	39
10	33
11	14
12	13
13	14
14	14
15	6

Config	T = 3.4
0	5
1	13
2	16
3	13
4	11
5	15
6	14
7	20
8	19
9	32
10	39
11	17
12	8
13	17
14	13
15	4

Config	T = 3.39
0	2
1	16
2	13
3	18
4	9
5	16
6	20
7	18
8	26
9	35
10	28
11	17
12	7
13	15
14	11
15	5

Config	T = 3.38
0	4
1	16
2	11
3	21
4	13
5	24
6	8
7	17
8	11
9	40
10	24
11	25
12	11
13	20
14	9
15	2

Config	T = 3.37
0	2
1	16
2	10
3	21
4	16
5	29
6	14
7	18
8	13
9	21
10	32
11	24
12	12
13	19
14	6
15	3

Config	T = 3.36
0	7
1	13
2	13
3	14
4	8
5	11
6	22
7	15
8	28
9	47
10	21
11	14
12	10
13	13
14	15
15	5

Config	T = 3.35
0	4
1	19
2	9
3	20
4	12
5	28
6	13
7	24
8	11
9	26
10	26
11	18
12	14
13	17
14	11
15	4

Config	T = 3.34
0	3
1	18
2	14
3	16
4	12
5	17
6	16
7	21
8	16
9	30
10	31
11	21
12	6
13	23
14	8
15	4

Config	T = 3.33
0	1
1	25
2	6
3	24
4	5
5	20
6	14
7	22
8	14
9	48
10	22
11	13
12	10
13	14
14	11
15	7

Config	T = 3.32
0	1
1	21
2	10
3	19
4	8
5	11
6	21
7	15
8	21
9	47
10	25
11	16
12	9
13	18
14	11
15	3

Config	T = 3.31
0	1
1	18
2	16
3	13
4	11
5	20
6	10
7	30
8	10
9	26
10	44
11	16
12	6
13	21
14	11
15	3

Config	T = 3.3
0	3
1	18
2	14
3	16
4	14
5	14
6	21
7	16
8	19
9	33
10	28
11	13
12	12
13	15
14	12
15	8

Config	T = 3.29
0	4
1	19
2	5
3	18
4	7
5	16
6	25
7	15
8	22
9	40
10	32
11	15
12	10
13	16
14	8
15	4

Config	T = 3.28
0	3
1	16
2	12
3	19
4	14
5	24
6	13
7	19
8	14
9	28
10	34
11	22
12	7
13	19
14	5
15	7

Config	T = 3.27
0	3
1	24
2	9
3	19
4	12
5	19
6	17
7	21
8	9
9	28
10	28
11	15
12	16
13	20
14	13
15	3

Config	T = 3.26
0	5
1	13
2	8
3	12
4	11
5	28
6	13
7	26
8	9
9	28
10	51
11	15
12	11
13	16
14	8
15	2

Config	T = 3.25
0	3
1	19
2	10
3	17
4	13
5	22
6	20
7	21
8	15
9	22
10	32
11	21
12	9
13	23
14	6
15	3

Config	T = 3.24
0	1
1	12
2	19
3	12
4	16
5	17
6	18
7	20
8	21
9	22
10	38
11	24
12	4
13	24
14	7
15	1

Config	T = 3.23
0	5
1	17
2	12
3	18
4	11
5	20
6	12
7	20
8	14
9	25
10	37
11	21
12	10
13	20
14	11
15	3

Config	T = 3.22
0	4
1	14
2	10
3	15
4	12
5	20
6	24
7	17
8	23
9	39
10	23
11	18
12	9
13	17
14	7
15	4

Config	T = 3.21
0	5
1	18
2	9
3	21
4	6
5	19
6	11
7	19
8	17
9	36
10	36
11	20
12	7
13	17
14	10
15	5

Config	T = 3.2
0	4
1	21
2	12
3	22
4	10
5	18
6	12
7	19
8	15
9	28
10	25
11	16
12	17
13	15
14	19
15	3

Config	T = 3.19
0	0
1	19
2	8
3	22
4	8
5	16
6	21
7	13
8	24
9	33
10	38
11	18
12	9
13	15
14	9
15	3

Config	T = 3.18
0	1
1	18
2	11
3	18
4	12
5	19
6	19
7	18
8	18
9	36
10	30
11	17
12	9
13	17
14	8
15	5

Config	T = 3.17
0	7
1	17
2	8
3	14
4	12
5	21
6	18
7	20
8	11
9	31
10	33
11	17
12	15
13	20
14	11
15	1

Config	T = 3.16
0	3
1	17
2	9
3	17
4	7
5	17
6	16
7	19
8	18
9	37
10	40
11	17
12	10
13	17
14	12
15	0

Config	T = 3.15
0	3
1	21
2	14
3	20
4	14
5	10
6	14
7	11
8	13
9	20
10	43
11	24
12	11
13	25
14	11
15	2

Config	T = 3.14
0	3
1	19
2	10
3	15
4	14
5	13
6	29
7	13
8	21
